Date,ticker,rsi,volatility,ma_spread
2020-03-10,AAPL,68.13376713820067,0.02004707941029893,-1.3780480429827406
2020-03-11,AAPL,76.38849615065848,0.018384353053348863,-0.89788215981892
2020-03-12,AAPL,73.18205623617347,0.018785089625286563,-0.3541723163497039
2020-03-13,AAPL,59.995350933360676,0.018665298251089833,0.1417940688428132
2020-03-16,AAPL,54.636041498416105,0.018479451575462224,0.3362481716871457
2020-03-17,AAPL,54.51750752569395,0.018486674441403648,0.5254707946837414
2020-03-18,AAPL,62.71938489204953,0.017846131228543987,0.8012473131191484
2020-03-19,AAPL,71.0469849389317,0.017376668659548532,1.1974949752946884
2020-03-20,AAPL,68.83946498211338,0.015873154387033177,1.3883446108552988
2020-03-23,AAPL,69.72687842260918,0.015846838982030074,1.6052808577267967
2020-03-24,AAPL,77.55686127216026,0.015352520774179146,1.8314870487289596
2020-03-25,AAPL,70.76098294060513,0.016434225619392794,1.964504649961981
2020-03-26,AAPL,68.4026552018469,0.013980259627218274,2.2380349035091456
2020-03-27,AAPL,69.85992161928802,0.014055683408812735,2.7334870051912787
2020-03-30,AAPL,65.33751882384308,0.01415718717272436,3.231014001433209
2020-03-31,AAPL,66.16649853661977,0.01424285558945419,3.8515670567644094
2020-04-01,AAPL,68.2483612362341,0.013992633598258253,4.34720380025297
2020-04-02,AAPL,81.34454092058783,0.012415598823741039,4.8588952318307435
2020-04-03,AAPL,87.01850686216802,0.013070552836243038,5.403863056099382
2020-04-06,AAPL,90.90580037442056,0.015138800093413176,6.195830991813125
2020-04-07,AAPL,79.61432880772888,0.018779993545804348,6.679413423100826
2020-04-08,AAPL,69.35167006752752,0.0214262706625706,7.053650288375124
2020-04-09,AAPL,64.56806804529049,0.021648976662854334,7.205823449986383
2020-04-10,AAPL,64.27681682722726,0.021656709232721758,7.3252358331147605
2020-04-13,AAPL,64.43417172289116,0.021648813190957503,7.618954265184158
2020-04-14,AAPL,69.09786294639454,0.020845156319647777,7.904982034964036
2020-04-15,AAPL,55.463229276042924,0.023589956904542072,7.914768692589448
2020-04-16,AAPL,52.48707343536,0.023558854458568965,7.70509288376789
2020-04-17,AAPL,56.470069050763534,0.023821685751906265,7.32938250734378
2020-04-20,AAPL,55.680037095703184,0.023740407022620893,6.6151085492221
2020-04-21,AAPL,58.38852080946965,0.023963328659191933,6.254564274223966
2020-04-22,AAPL,53.8946682909997,0.02337156003659097,6.086353900117089
2020-04-23,AAPL,47.028793709001945,0.021847530702865776,5.962528523162874
2020-04-24,AAPL,35.79798819366063,0.017780108305033467,5.817649434560494
2020-04-27,AAPL,45.13962842256567,0.016609323857544763,5.561060267476961
2020-04-28,AAPL,55.88473380217042,0.014618753080384184,5.260116606606275
2020-04-29,AAPL,60.699498103866226,0.014265723707798113,5.309156511165739
2020-04-30,AAPL,54.31595228392863,0.014829636208959381,5.2875061155492205
2020-05-01,AAPL,51.085354767125644,0.014185949877998571,5.190743248247728
2020-05-04,AAPL,49.66563358090533,0.014090924269175442,5.117448035377521
2020-05-05,AAPL,76.98376471418642,0.009631563276351496,5.091072617129242
2020-05-06,AAPL,84.4381286203984,0.010465589455352529,5.25797262950212
2020-05-07,AAPL,82.925982481432,0.010060140986002978,5.4585399347428165
2020-05-08,AAPL,77.26406938738323,0.010643514301472713,5.556090784433053
2020-05-11,AAPL,66.29783201381136,0.011112321122121058,5.544286829405408
2020-05-12,AAPL,70.80200763325435,0.011018187051415848,5.559027108553792
2020-05-13,AAPL,73.29941881315844,0.010824105244302298,5.54688731274932
2020-05-14,AAPL,68.59516773446562,0.011202916923247454,5.603808895134307
2020-05-15,AAPL,66.74896990985837,0.011120212377288009,5.663304064340451
2020-05-18,AAPL,59.24685153129398,0.011808713007153152,5.621188140866963
2020-05-19,AAPL,62.66050887137614,0.01227392719893803,5.504781793288544
2020-05-20,AAPL,64.55190327463333,0.011885810415383242,5.132947742334338
2020-05-21,AAPL,68.58863243092806,0.013214815895421794,4.885295970388498
2020-05-22,AAPL,69.77172290185183,0.013254995316766192,4.725586733004064
2020-05-25,AAPL,67.7966814419571,0.01239442619452301,4.749644021718623
2020-05-26,AAPL,52.00731959943353,0.012615417954794728,4.539532107884796
2020-05-27,AAPL,51.90884232264413,0.012608929811276225,4.356340887353795
2020-05-28,AAPL,59.23461284001514,0.012970464216955429,4.360105780331551
2020-05-29,AAPL,56.6870877199225,0.01360697613962636,4.248205314854957
2020-06-01,AAPL,52.416895321320794,0.013547647142905267,4.213962331221609
2020-06-02,AAPL,52.14419872413752,0.013543529818329958,4.0925782273279765
2020-06-03,AAPL,45.967880878059475,0.01537169068753462,3.834342932584093
2020-06-04,AAPL,47.554057393336905,0.015496396173886014,3.44777909899004
2020-06-05,AAPL,55.436783374240285,0.01579050164409873,3.121519348438895
2020-06-08,AAPL,47.14260671698201,0.016057072293667454,2.5625994678029826
2020-06-09,AAPL,51.34931368584835,0.01601270811022656,2.26129350610843
2020-06-10,AAPL,37.99919953240515,0.01582870382852858,1.748351407290201
2020-06-11,AAPL,34.98917022162372,0.015507221520477989,1.135967181221588
2020-06-12,AAPL,25.48090492428301,0.016478859095311885,0.5259497250234517
2020-06-15,AAPL,36.36853687073114,0.017659489691505326,0.17887432401876424
2020-06-16,AAPL,37.74879837614492,0.017860206920693466,-0.16806691532887896
2020-06-17,AAPL,32.60804774345749,0.017090527965131955,-0.32850331029408153
2020-06-18,AAPL,33.442530057501145,0.016886758532134068,-0.6617182361944032
2020-06-19,AAPL,42.363250123344116,0.018689272128134444,-0.9667332752379565
2020-06-22,AAPL,51.43339574855469,0.02177448477251993,-0.8306017382881237
2020-06-23,AAPL,49.36892700276278,0.02285653070585783,-1.00323434395942
2020-06-24,AAPL,52.768759740679606,0.023776726365884602,-0.8519018682836474
2020-06-25,AAPL,55.418019283193125,0.024919911797912933,-0.47926208571097106
2020-06-26,AAPL,60.035490707923664,0.024304950059718156,0.23702259251741964
